solver_label	instance	smallest_cap_solved	decisive_result	decisive_seconds	still_unsolved_at_max_cap	failure_kind_at_max_cap	max_cap_s
unreal-formula-forward	06.ltl				true	TIMEOUT	17
unreal-formula-forward	07.ltl				true	TIMEOUT	17
unreal-formula-forward	08.ltl				true	TIMEOUT	17
unreal-formula-forward	Alarm_a5f99bc6.ltl				true	TIMEOUT	17
unreal-formula-forward	Automata16S.ltl				true	TIMEOUT	17
unreal-formula-forward	Automata32S.ltl				true	TIMEOUT	17
unreal-formula-forward	Demo1_06e9cad4.ltl				true	TIMEOUT	17
unreal-formula-forward	Demo1_2c5b09da.ltl				true	TIMEOUT	17
unreal-formula-forward	Demo1_63831f8c.ltl				true	TIMEOUT	17
unreal-formula-forward	Demo1_c2b9e44d.ltl				true	TIMEOUT	17
unreal-formula-forward	Demo1_d65ed84e.ltl				true	TIMEOUT	17
unreal-formula-forward	F-G-contradiction-110.ltl				true	TIMEOUT	17
unreal-formula-forward	F-G-contradiction-111.ltl				true	TIMEOUT	17
unreal-formula-forward	F-G-contradiction-112.ltl				true	TIMEOUT	17
unreal-formula-forward	F-G-contradiction-113.ltl				true	TIMEOUT	17
unreal-formula-forward	F-G-contradiction-114.ltl				true	TIMEOUT	17
unreal-formula-forward	FelixSpecFixed2_fa4d4ce3.ltl				true	UNKNOWN	17
unreal-formula-forward	FelixSpecFixed3_b0840146.ltl				true	UNKNOWN	17
unreal-formula-forward	FelixSpecFixed4_3916ec59.ltl				true	UNKNOWN	17
unreal-formula-forward	FelixSpecFixed5_f82794da.ltl				true	TIMEOUT	17
unreal-formula-forward	FelixSpecFixed_2418b67e.ltl				true	UNKNOWN	17
unreal-formula-forward	Full_f1477cc5.ltl				true	TIMEOUT	17
unreal-formula-forward	GF-G-contradiction6.ltl				true	TIMEOUT	17
unreal-formula-forward	GF-G-contradiction7.ltl				true	TIMEOUT	17
unreal-formula-forward	LedMatrix.ltl				true	TIMEOUT	17
unreal-formula-forward	Morning2_06e9cad4.ltl				true	TIMEOUT	17
unreal-formula-forward	Morning2_2c5b09da.ltl				true	TIMEOUT	17
unreal-formula-forward	Morning2_407db2cc.ltl				true	TIMEOUT	17
unreal-formula-forward	Morning2_63831f8c.ltl				true	TIMEOUT	17
unreal-formula-forward	Morning2_68c86764.ltl				true	TIMEOUT	17
unreal-formula-forward	Morning2_d65ed84e.ltl				true	TIMEOUT	17
unreal-formula-forward	Morning2s_06cf2373.ltl				true	TIMEOUT	17
unreal-formula-forward	Morning2s_06e9cad4.ltl				true	TIMEOUT	17
unreal-formula-forward	Morning2s_2c5b09da.ltl				true	TIMEOUT	17
unreal-formula-forward	Morning2s_42dc4fff.ltl				true	TIMEOUT	17
unreal-formula-forward	Morning2s_9cbf2546.ltl				true	TIMEOUT	17
unreal-formula-forward	Morning2s_d6c5ac79.ltl				true	TIMEOUT	17
unreal-formula-forward	Morning_88c5c1c3.ltl				true	UNKNOWN	17
unreal-formula-forward	Morning_9cac58d3.ltl				true	UNKNOWN	17
unreal-formula-forward	SPIPureNext.ltl				true	TIMEOUT	17
unreal-formula-forward	abcg_arbiter_pb_3_pe_.ltl				true	TIMEOUT	17
unreal-formula-forward	abcg_arbiter_pb_4_pe_.ltl				true	TIMEOUT	17
unreal-formula-forward	abcg_arbiter_pb_5_pe_.ltl				true	TIMEOUT	17
unreal-formula-forward	abcg_arbiter_pb_6_pe_.ltl				true	TIMEOUT	17
unreal-formula-forward	amba_case_study_pb_3_pe_.ltl				true	TIMEOUT	17
unreal-formula-forward	amba_case_study_pb_4_pe_.ltl				true	TIMEOUT	17
unreal-formula-forward	amba_case_study_unreal_pb_2_pe_.ltl				true	TIMEOUT	17
unreal-formula-forward	amba_case_study_unreal_pb_3_pe_.ltl				true	TIMEOUT	17
unreal-formula-forward	amba_case_study_unreal_pb_4_pe_.ltl				true	TIMEOUT	17
unreal-formula-forward	amba_case_study_unreal_pb_5_pe_.ltl				true	TIMEOUT	17
unreal-formula-forward	amba_decomposed_arbiter_pb_10_pe_.ltl				true	TIMEOUT	17
unreal-formula-forward	amba_decomposed_arbiter_pb_11_pe_.ltl				true	TIMEOUT	17
unreal-formula-forward	amba_decomposed_arbiter_pb_12_pe_.ltl				true	TIMEOUT	17
unreal-formula-forward	amba_decomposed_arbiter_pb_13_pe_.ltl				true	TIMEOUT	17
unreal-formula-forward	amba_decomposed_arbiter_pb_7_pe_.ltl				true	TIMEOUT	17
